a_0,s_0,s_0,1001,11
a_0,s_1,a_0,1001,11
a_0,s_2,s_2,1001,11
a_0,s_3,s_3,1001,11
a_0,s_4,a_0,78,11
a_0,s_5,a_0,101,11
a_0,s_6,s_6,1001,11
a_0,s_7,s_7,186,11
a_0,s_8,a_0,69,11
a_0,s_9,s_9,1001,11
a_0,s_10,s_10,1001,11
a_0,s_11,s_11,1001,11
a_0,s_12,s_12,1001,11
a_0,s_13,s_13,1001,11
a_0,s_14,s_14,1001,11
a_0,s_15,s_15,1001,11
a_0,s_16,a_0,1001,11
a_0,s_17,a_0,93,11
a_0,s_18,s_18,1001,11
a_0,s_19,s_19,1001,11
a_0,s_20,a_0,1001,11
a_0,s_0,a_0,1001,76
a_0,s_1,a_0,146,76
a_0,s_2,a_0,128,76
a_0,s_3,s_3,1001,76
a_0,s_4,s_4,1001,76
a_0,s_5,a_0,1001,76
a_0,s_6,s_6,72,76
a_0,s_7,s_7,209,76
a_0,s_8,s_8,1001,76
a_0,s_9,a_0,1001,76
a_0,s_10,a_0,1001,76
a_0,s_11,s_11,47,76
a_0,s_12,s_12,1001,76
a_0,s_13,a_0,1001,76
a_0,s_14,s_14,1001,76
a_0,s_15,s_15,1001,76
a_0,s_16,s_16,201,76
a_0,s_17,a_0,1001,76
a_0,s_18,s_18,1001,76
a_0,s_19,s_19,47,76
a_0,s_20,a_0,1001,76
a_0,s_0,s_0,1001,69
a_0,s_1,s_1,1001,69
a_0,s_2,a_0,70,69
a_0,s_3,s_3,1001,69
a_0,s_4,a_0,140,69
a_0,s_5,a_0,1001,69
a_0,s_6,s_6,1001,69
a_0,s_7,s_7,190,69
a_0,s_8,s_8,1001,69
a_0,s_9,s_9,1001,69
a_0,s_10,s_10,1001,69
a_0,s_11,s_11,1001,69
a_0,s_12,s_12,1001,69
a_0,s_13,s_13,1001,69
a_0,s_14,a_0,108,69
a_0,s_15,s_15,123,69
a_0,s_16,s_16,157,69
a_0,s_17,s_17,104,69
a_0,s_18,s_18,1001,69
a_0,s_19,s_19,1001,69
a_0,s_20,a_0,1001,69
a_0,s_0,s_0,1001,7
a_0,s_1,s_1,1001,7
a_0,s_2,s_2,1001,7
a_0,s_3,a_0,1001,7
a_0,s_4,s_4,1001,7
a_0,s_5,s_5,1001,7
a_0,s_6,s_6,1001,7
a_0,s_7,a_0,117,7
a_0,s_8,s_8,1001,7
a_0,s_9,a_0,1001,7
a_0,s_10,s_10,144,7
a_0,s_11,s_11,1001,7
a_0,s_12,s_12,1001,7
a_0,s_13,a_0,1001,7
a_0,s_14,s_14,1001,7
a_0,s_15,s_15,97,7
a_0,s_16,s_16,102,7
a_0,s_17,a_0,1001,7
a_0,s_18,s_18,1001,7
a_0,s_19,s_19,1001,7
a_0,s_20,a_0,1001,7
a_0,s_0,s_0,1001,26
a_0,s_1,a_0,13,26
a_0,s_2,a_0,40,26
a_0,s_3,a_0,1001,26
a_0,s_4,a_0,23,26
a_0,s_5,a_0,1001,26
a_0,s_6,s_6,38,26
a_0,s_7,a_0,59,26
a_0,s_8,a_0,69,26
a_0,s_9,a_0,25,26
a_0,s_10,s_10,1001,26
a_0,s_11,s_11,37,26
a_0,s_12,a_0,142,26
a_0,s_13,s_13,1001,26
a_0,s_14,a_0,192,26
a_0,s_15,s_15,21,26
a_0,s_16,s_16,112,26
a_0,s_17,s_17,74,26
a_0,s_18,a_0,25,26
